,County,Age,Gender,Monthly Income,Highest Level of Education Attained,Occupation,Location,Did you vote in 2017,Will you vote in the Refere,If No Why,How will you vote in the Referendum,If elections are today who would you vote for,If you dont vote for that one who is your second choice,Do you support BBI,Do you know what BBI wants to change,Do you support the Hustler Nation,Do you think the handshake brought us peace,Who influences youin your community,Do you trust your political leaders,Do you trust your religious leaders,Do you trust your elders,Where do you get your News from,Have you understood BBI completely,Will you vote in 2022,Monthly Income (Kshs)
1749,isiolo,25-30,female,"0-11,000",kcpe,other,informal_settlement,yes,undecided,,still_deciding,raila_odinga,none,thinking_about_it,no,not_sure,yes,mcas,sometimes,sometimes,sometimes,radio,no,yes,"0-11,000"
1750,migori,18-24,female,"0-11,000",kcpe,cash_crop_farmer_commercial_fi,rural,yes,yes,,yes__for_it,musalia_mudavadi,raila_odinga,yes,no,no,yes,my_friends,sometimes,always,sometimes,radio,yes,yes,"0-11,000"
1751,migori,31-35,male,"20,001-50,000",undergraduate,formal_employment__teacher_acc,urban,yes,yes,,still_deciding,raila_odinga,none,thinking_about_it,a_little,no,yes,no_one,sometimes,rarely,never,tv,no,yes,"20,001-50,000"
1752,narok,31-35,male,"0-11,000",kcse,subsistence_farmer_subsistence,rural,yes,yes,,yes__for_it,raila_odinga,kalonzo_musyoka,yes,a_little,no,yes,church_leaders,never,always,always,tv,no,yes,"0-11,000"
1753,meru,41-50,female,"0-11,000",kcpe,cash_crop_farmer_commercial_fi,rural,yes,no,i_do_not_understand_bbi,i_will_not_vote,william_ruto,raila_odinga,no,no,yes,yes,mp,rarely,always,always,tv,no,yes,"0-11,000"
1754,mombasa,25-30,male,"0-11,000",certificate,informal_employment__jua_kali_,urban,yes,yes,,yes__for_it,kalonzo_musyoka,musalia_mudavadi,yes,yes,no,yes,governor,always,always,always,facebook,yes,yes,"0-11,000"
1755,kirinyaga,over-61,female,"0-11,000",kcse,cash_crop_farmer_commercial_fi,rural,yes,yes,,still_deciding,william_ruto,gideon_moi,thinking_about_it,a_little,i_do_not_know_about_it,yes,mp,sometimes,rarely,often,tv,no,yes,"0-11,000"
1756,meru,25-30,female,"0-11,000",certificate,formal_employment__teacher_acc,rural,yes,yes,,no__against_it,william_ruto,peter_kenneth,no,no,yes,no,church_leaders,never,often,sometimes,radio,no,yes,"0-11,000"
1757,kakamega,36-40,male,"0-11,000",none,informal_employment__jua_kali_,rural,yes,yes,,yes__for_it,william_ruto,musalia_mudavadi,yes,yes,yes,yes,elders,rarely,always,always,tv,yes,yes,"0-11,000"
1758,migori,31-35,female,"11,001-20,000",diploma,formal_employment__teacher_acc,urban,yes,undecided,,still_deciding,raila_odinga,musalia_mudavadi,thinking_about_it,a_little,no,yes,church_leaders,sometimes,often,sometimes,tv,maybe,yes,"11,001-20,000"
1759,nairobi,41-50,male,"0-11,000",kcpe,formal_employment__teacher_acc,urban,yes,undecided,,still_deciding,none,none,yes,a_little,no,yes,my_friends,sometimes,often,always,youtube,no,undecided,"0-11,000"
1760,isiolo,25-30,female,"0-11,000",none,other,informal_settlement,yes,yes,,yes__for_it,none,none,yes,no,i_do_not_know_about_it,yes,church_leaders,sometimes,always,always,radio,no,yes,"0-11,000"
1761,nakuru,36-40,female,"20,001-50,000",certificate,business_owner__hotel_shop_kio,peri_urban,yes,undecided,,still_deciding,none,none,thinking_about_it,a_little,no_response,no,mp,never,sometimes,always,tv,no,undecided,"20,001-50,000"
1762,kericho,25-30,female,"11,001-20,000",postgraduate,formal_employment__teacher_acc,urban,yes,undecided,,still_deciding,william_ruto,none,no,a_little,yes,yes,mcas,often,always,always,tv,no,yes,"11,001-20,000"
1763,kakamega,over-61,female,"11,001-20,000",none,cash_crop_farmer_commercial_fi,rural,yes,no,i_am_not_interested,i_will_not_vote,musalia_mudavadi,none,thinking_about_it,a_little,not_sure,no_response,elders,never,sometimes,sometimes,radio,no,yes,"11,001-20,000"
1764,trans_nzoia,31-35,male,"0-11,000",kcpe,business_owner__hotel_shop_kio,urban,yes,yes,,yes__for_it,william_ruto,william_ruto,yes,a_little,yes,yes,governor,always,always,always,youtube,maybe,yes,"0-11,000"
1765,kirinyaga,41-50,female,"11,001-20,000",kcse,cash_crop_farmer_commercial_fi,urban,yes,yes,,yes__for_it,william_ruto,peter_kenneth,yes,no,yes,yes,church_leaders,rarely,always,always,tv,no,yes,"11,001-20,000"
1766,kakamega,25-30,female,"0-11,000",kcpe,unemployed,rural,yes,undecided,,still_deciding,musalia_mudavadi,william_ruto,no,no,no,yes,chief,never,sometimes,never,tv,maybe,yes,"0-11,000"
1767,trans_nzoia,31-35,male,"0-11,000",certificate,business_owner__hotel_shop_kio,rural,no,undecided,,still_deciding,none,none,thinking_about_it,yes,not_sure,yes,my_friends,never,sometimes,sometimes,youtube,no,undecided,"0-11,000"
1768,isiolo,25-30,male,"0-11,000",certificate,transport__matatu__lorry_boda_,peri_urban,yes,no,i_do_not_understand_bbi,no__against_it,william_ruto,peter_kenneth,no,no,yes,yes,my_friends,never,always,always,facebook,no,yes,"0-11,000"
1769,isiolo,25-30,male,"0-11,000",kcpe,transport__matatu__lorry_boda_,peri_urban,yes,yes,,yes__for_it,raila_odinga,william_ruto,yes,no,no,no_response,no_one,never,always,always,whatsapp,no,yes,"0-11,000"
1770,kirinyaga,31-35,male,"11,001-20,000",kcse,informal_employment__jua_kali_,rural,no,yes,,yes__for_it,william_ruto,none,no,no,i_do_not_know_about_it,no,my_friends,sometimes,always,always,radio,no,yes,"11,001-20,000"
1771,nakuru,36-40,male,"11,001-20,000",kcse,transport__matatu__lorry_boda_,rural,yes,no,i_do_not_understand_bbi,i_will_not_vote,william_ruto,peter_kenneth,no,a_little,yes,no,governor,never,rarely,rarely,tv,no,yes,"11,001-20,000"
1772,trans_nzoia,25-30,male,"20,001-50,000",kcse,informal_employment__jua_kali_,peri_urban,yes,yes,,no__against_it,william_ruto,raila_odinga,no,a_little,yes,yes,my_friends,rarely,always,always,radio,no,yes,"20,001-50,000"
1773,trans_nzoia,36-40,male,"11,001-20,000",kcse,business_owner__hotel_shop_kio,urban,yes,no,i_do_not_understand_bbi,i_will_not_vote,william_ruto,none,no,no,yes,no,my_friends,never,never,never,facebook,no,yes,"11,001-20,000"
1774,laikipia,36-40,male,"0-11,000",kcse,hustler,rural,yes,yes,,no__against_it,william_ruto,none,no,yes,yes,no,chief,never,always,always,newspapers,yes,yes,"0-11,000"
1775,kakamega,36-40,male,"0-11,000",kcse,subsistence_farmer_subsistence,rural,yes,undecided,,still_deciding,raila_odinga,musalia_mudavadi,yes,a_little,no,yes,church_leaders,never,sometimes,sometimes,radio,no,yes,"0-11,000"
1776,narok,36-40,male,"20,001-50,000",kcpe,business_owner__hotel_shop_kio,rural,yes,yes,,yes__for_it,raila_odinga,none,yes,yes,no,yes,church_leaders,rarely,always,sometimes,facebook,maybe,yes,"20,001-50,000"
1777,migori,31-35,male,"20,001-50,000",kcse,business_owner__hotel_shop_kio,urban,yes,yes,,yes__for_it,raila_odinga,none,yes,yes,no,yes,no_one,always,always,always,tv,no,yes,"20,001-50,000"
1778,narok,36-40,female,"11,001-20,000",diploma,formal_employment__teacher_acc,rural,yes,yes,,yes__for_it,william_ruto,raila_odinga,thinking_about_it,a_little,yes,yes,elders,never,always,always,tv,no,yes,"11,001-20,000"
1779,kitui,31-35,female,"20,001-50,000",kcse,informal_employment__jua_kali_,rural,yes,yes,,yes__for_it,william_ruto,none,no,no,not_sure,yes,mcas,sometimes,rarely,often,whatsapp,no,yes,"20,001-50,000"
1780,trans_nzoia,31-35,male,"0-11,000",certificate,informal_employment__jua_kali_,urban,yes,undecided,,still_deciding,kalonzo_musyoka,none,yes,a_little,no,yes,my_friends,never,always,sometimes,radio,no,yes,"0-11,000"
1781,machakos,18-24,male,"0-11,000",kcpe,hustler,rural,yes,undecided,,still_deciding,raila_odinga,william_ruto,no,no,yes,yes,mp,rarely,rarely,rarely,radio,no,yes,"0-11,000"
1782,kitui,36-40,female,"20,001-50,000",kcse,business_owner__hotel_shop_kio,urban,yes,yes,,yes__for_it,kalonzo_musyoka,raila_odinga,yes,yes,no,yes,mp,sometimes,always,sometimes,tv,yes,yes,"20,001-50,000"
1783,nairobi,31-35,female,"0-11,000",kcpe,informal_employment__jua_kali_,urban,no,yes,,no__against_it,william_ruto,none,no,no,yes,no,governor,never,always,often,radio,no,yes,"0-11,000"
1784,nyeri,25-30,female,"11,001-20,000",kcse,hustler,urban,yes,undecided,,still_deciding,william_ruto,none,no,no,yes,no_response,no_one,rarely,never,always,tv,no,undecided,"11,001-20,000"
1785,kiambu,36-40,male,"20,001-50,000",diploma,formal_employment__teacher_acc,rural,yes,no,i_do_not_understand_bbi,i_will_not_vote,william_ruto,none,thinking_about_it,no,no,yes,business_leaders,sometimes,sometimes,sometimes,radio,yes,yes,"20,001-50,000"
1786,migori,25-30,male,"0-11,000",kcpe,informal_employment__jua_kali_,rural,yes,yes,,still_deciding,raila_odinga,william_ruto,yes,no,yes,yes,mcas,never,always,always,whatsapp,yes,yes,"0-11,000"
1787,kitui,51-60,male,"0-11,000",kcpe,cash_crop_farmer_commercial_fi,rural,yes,undecided,,i_will_not_vote,kalonzo_musyoka,gideon_moi,no,no,i_do_not_know_about_it,no_response,church_leaders,rarely,always,often,radio,no,yes,"0-11,000"
1788,embu,18-24,female,"0-11,000",kcpe,hustler,rural,yes,yes,,no__against_it,william_ruto,william_ruto,no,no,i_do_not_know_about_it,yes,church_leaders,never,always,often,radio,no,yes,"0-11,000"
1789,uasin_gishu,18-24,male,"20,001-50,000",kcpe,business_owner__hotel_shop_kio,peri_urban,no,yes,,no__against_it,william_ruto,none,no,no,yes,no,mcas,never,always,always,tv,no,yes,"20,001-50,000"
1790,kirinyaga,18-24,female,"0-11,000",undergraduate,unemployed,rural,no,undecided,,still_deciding,william_ruto,peter_kenneth,yes,yes,yes,yes,church_leaders,sometimes,always,always,facebook,yes,yes,"0-11,000"
1791,kisumu,36-40,male,"50,001-100,000",undergraduate,business_owner__hotel_shop_kio,urban,yes,yes,,yes__for_it,raila_odinga,musalia_mudavadi,yes,yes,no,yes,elders,never,sometimes,often,tv,yes,yes,"50,001-100,000"
1792,isiolo,25-30,female,"0-11,000",kcpe,other,rural,yes,undecided,,still_deciding,william_ruto,none,no,no,yes,yes,elders,never,always,always,radio,no,undecided,"0-11,000"
1793,migori,18-24,female,"0-11,000",kcse,formal_employment__teacher_acc,urban,no,yes,,yes__for_it,raila_odinga,kalonzo_musyoka,yes,a_little,no,yes,governor,sometimes,sometimes,sometimes,tv,maybe,yes,"0-11,000"
1794,laikipia,36-40,male,"11,001-20,000",kcse,informal_employment__jua_kali_,urban,yes,no,i_do_not_understand_bbi,no__against_it,william_ruto,raila_odinga,no,no,not_sure,no_response,chief,never,always,always,radio,no,no,"11,001-20,000"
1795,uasin_gishu,18-24,male,"0-11,000",kcse,other,rural,no,undecided,,still_deciding,william_ruto,raila_odinga,no,no,yes,no,my_friends,never,sometimes,always,facebook,no,yes,"0-11,000"
1796,embu,18-24,female,"0-11,000",kcse,hustler,peri_urban,no,no,i_do_not_understand_bbi,i_will_not_vote,william_ruto,none,no,no,yes,no,mp,sometimes,rarely,often,tv,no,yes,"0-11,000"
1797,kisumu,41-50,male,"100,001-200,000",postgraduate,formal_employment__teacher_acc,urban,yes,yes,,no__against_it,peter_kenneth,william_ruto,no,yes,no,yes,no_one,never,never,never,tv,yes,yes,"100,001-200,000"
1798,kisumu,18-24,male,"0-11,000",undergraduate,unemployed,urban,no,no,i_do_not_understand_bbi,i_will_not_vote,none,none,no,no,no,yes,my_friends,never,never,rarely,youtube,no,no,"0-11,000"
1799,kirinyaga,25-30,male,"0-11,000",kcpe,business_owner__hotel_shop_kio,rural,yes,yes,,yes__for_it,william_ruto,gideon_moi,yes,no,i_do_not_know_about_it,yes,my_friends,rarely,often,sometimes,tv,no,yes,"0-11,000"
1800,kericho,41-50,female,"20,001-50,000",kcse,business_owner__hotel_shop_kio,peri_urban,yes,yes,,yes__for_it,william_ruto,fred_matiangi,yes,a_little,yes,yes,business_leaders,never,never,never,radio,no,yes,"20,001-50,000"
1801,nairobi,31-35,female,"11,001-20,000",kcpe,hustler,peri_urban,yes,yes,,still_deciding,william_ruto,peter_kenneth,thinking_about_it,no,yes,yes,mp,rarely,sometimes,often,tv,no,yes,"11,001-20,000"
1802,nairobi,41-50,male,"20,001-50,000",diploma,business_owner__hotel_shop_kio,urban,yes,yes,,yes__for_it,none,none,yes,yes,no,yes,governor,never,sometimes,sometimes,tv,yes,yes,"20,001-50,000"
1803,laikipia,31-35,male,"0-11,000",kcpe,business_owner__hotel_shop_kio,peri_urban,yes,no,i_do_not_understand_bbi,i_will_not_vote,william_ruto,fred_matiangi,no,no,yes,no,chief,never,always,always,radio,no,yes,"0-11,000"
1804,isiolo,41-50,male,"0-11,000",diploma,formal_employment__teacher_acc,informal_settlement,yes,yes,,no__against_it,raila_odinga,kalonzo_musyoka,no,yes,no,yes,my_friends,sometimes,always,always,radio,no,yes,"0-11,000"
1805,kisumu,25-30,male,"100,001-200,000",undergraduate,formal_employment__teacher_acc,urban,yes,yes,,yes__for_it,raila_odinga,kalonzo_musyoka,yes,yes,no,yes,my_friends,never,never,sometimes,whatsapp,yes,yes,"100,001-200,000"
1806,migori,51-60,male,"0-11,000",kcse,informal_employment__jua_kali_,urban,yes,undecided,,yes__for_it,none,none,yes,no,no,yes,mcas,always,never,always,radio,no,yes,"0-11,000"
1807,laikipia,51-60,female,"0-11,000",kcpe,cash_crop_farmer_commercial_fi,urban,yes,yes,,yes__for_it,none,raila_odinga,yes,a_little,no,yes,elders,always,always,always,my_friends,i_don_t_care,yes,"0-11,000"
1808,laikipia,31-35,male,"20,001-50,000",kcse,formal_employment__teacher_acc,urban,yes,yes,,yes__for_it,raila_odinga,william_ruto,yes,yes,no,yes,church_leaders,always,always,always,tv,yes,yes,"20,001-50,000"
1809,kisumu,25-30,male,"11,001-20,000",kcpe,business_owner__hotel_shop_kio,urban,yes,undecided,,still_deciding,none,none,thinking_about_it,no,no,yes,no_one,never,never,rarely,radio,no,undecided,"11,001-20,000"
1810,nairobi,41-50,male,"20,001-50,000",kcse,business_owner__hotel_shop_kio,urban,yes,yes,,yes__for_it,none,none,yes,yes,no,yes,no_one,rarely,sometimes,always,tv,maybe,yes,"20,001-50,000"
1811,kakamega,41-50,male,"11,001-20,000",kcse,business_owner__hotel_shop_kio,rural,yes,yes,,still_deciding,william_ruto,musalia_mudavadi,no,no,no,yes,mp,sometimes,often,sometimes,radio,no,yes,"11,001-20,000"
1812,kakamega,41-50,male,"11,001-20,000",kcse,subsistence_farmer_subsistence,rural,yes,undecided,,still_deciding,musalia_mudavadi,william_ruto,no,a_little,yes,no,mp,rarely,sometimes,sometimes,tv,no,yes,"11,001-20,000"
1813,machakos,36-40,female,"20,001-50,000",kcse,business_owner__hotel_shop_kio,rural,yes,no,i_do_not_understand_bbi,i_will_not_vote,none,none,no,no,no,no_response,church_leaders,never,sometimes,never,tv,no,undecided,"20,001-50,000"
1814,kirinyaga,31-35,male,"11,001-20,000",kcpe,business_owner__hotel_shop_kio,peri_urban,yes,yes,,no__against_it,william_ruto,none,no,no,i_do_not_know_about_it,yes,mp,never,sometimes,often,radio,no,yes,"11,001-20,000"
1815,kakamega,25-30,male,"11,001-20,000",kcse,informal_employment__jua_kali_,rural,yes,no,i_do_not_understand_bbi,i_will_not_vote,musalia_mudavadi,none,no,no,no,yes,chief,never,always,rarely,whatsapp,no,yes,"11,001-20,000"
1816,kericho,51-60,male,"20,001-50,000",certificate,formal_employment__teacher_acc,peri_urban,yes,yes,,yes__for_it,none,none,yes,yes,no,yes,mcas,never,never,always,tv,yes,yes,"20,001-50,000"
1817,nyeri,41-50,male,"0-11,000",kcpe,informal_employment__jua_kali_,rural,yes,yes,,no__against_it,william_ruto,none,no,yes,yes,no,elders,rarely,sometimes,often,radio,yes,yes,"0-11,000"
1818,migori,18-24,male,"0-11,000",kcse,formal_employment__teacher_acc,urban,no,yes,,no__against_it,raila_odinga,none,no,yes,yes,yes,my_friends,often,always,always,youtube,no,yes,"0-11,000"
1819,kericho,25-30,male,"0-11,000",kcse,hustler,rural,no,yes,,yes__for_it,william_ruto,raila_odinga,yes,no,yes,yes,no_one,never,never,always,facebook,no,yes,"0-11,000"
1820,kirinyaga,25-30,male,"0-11,000",kcse,subsistence_farmer_subsistence,rural,no,no,the_referendum_is_too_close_to_2022,no__against_it,william_ruto,peter_kenneth,no,no,yes,yes,church_leaders,sometimes,always,always,radio,no,yes,"0-11,000"
1821,laikipia,18-24,male,"0-11,000",certificate,transport__matatu__lorry_boda_,rural,no,yes,,yes__for_it,william_ruto,none,no,no,yes,yes,mcas,always,always,always,radio,no,yes,"0-11,000"
1822,kisii,31-35,female,"0-11,000",kcpe,hustler,rural,yes,yes,,yes__for_it,fred_matiangi,william_ruto,yes,no,no_response,yes,governor,always,always,always,radio,no,yes,"0-11,000"
1823,trans_nzoia,over-61,male,"0-11,000",kcpe,subsistence_farmer_subsistence,rural,yes,no,i_do_not_understand_bbi,i_will_not_vote,musalia_mudavadi,none,no,no,no,yes,my_friends,sometimes,always,always,whatsapp,no,yes,"0-11,000"
1824,trans_nzoia,31-35,male,"11,001-20,000",kcse,formal_employment__teacher_acc,rural,yes,yes,,no__against_it,musalia_mudavadi,musalia_mudavadi,no,yes,no,yes,mp,sometimes,always,always,tv,yes,yes,"11,001-20,000"
1825,laikipia,31-35,male,"11,001-20,000",certificate,business_owner__hotel_shop_kio,urban,yes,yes,,yes__for_it,raila_odinga,kalonzo_musyoka,yes,yes,yes,yes,church_leaders,never,always,always,tv,yes,yes,"11,001-20,000"
1826,kirinyaga,36-40,female,"20,001-50,000",undergraduate,formal_employment__teacher_acc,peri_urban,yes,yes,,no__against_it,william_ruto,none,no,a_little,yes,yes,my_friends,sometimes,sometimes,sometimes,tv,no,yes,"20,001-50,000"
1827,nyeri,31-35,female,"0-11,000",none,subsistence_farmer_subsistence,rural,yes,no,i_do_not_understand_bbi,still_deciding,william_ruto,fred_matiangi,don_t_care,no,yes,yes,mcas,always,always,always,radio,no,yes,"0-11,000"
1828,trans_nzoia,36-40,male,"20,001-50,000",kcpe,business_owner__hotel_shop_kio,urban,yes,yes,,still_deciding,william_ruto,william_ruto,thinking_about_it,no,yes,yes,my_friends,sometimes,always,always,tv,no,yes,"20,001-50,000"
1829,laikipia,36-40,male,"0-11,000",kcpe,hustler,urban,yes,yes,,no__against_it,fred_matiangi,none,no,no,no,yes,chief,never,always,always,tv,no,yes,"0-11,000"
1830,nyeri,18-24,female,"0-11,000",postgraduate,business_owner__hotel_shop_kio,urban,no,undecided,,no__against_it,none,none,no,a_little,not_sure,yes,church_leaders,never,sometimes,sometimes,radio,no,yes,"0-11,000"
1831,mombasa,25-30,male,"20,001-50,000",diploma,business_owner__hotel_shop_kio,peri_urban,yes,undecided,,still_deciding,musalia_mudavadi,none,thinking_about_it,yes,not_sure,no_response,governor,never,always,always,youtube,no,yes,"20,001-50,000"
1832,kericho,18-24,female,"0-11,000",kcse,business_owner__hotel_shop_kio,rural,yes,yes,,no__against_it,william_ruto,none,no,no,yes,no,mcas,sometimes,always,always,radio,no,yes,"0-11,000"
1833,uasin_gishu,31-35,male,"11,001-20,000",kcpe,transport__matatu__lorry_boda_,urban,yes,no,i_am_not_interested,i_will_not_vote,william_ruto,william_ruto,no,no,yes,yes,governor,sometimes,always,always,tv,no,yes,"11,001-20,000"
1834,kirinyaga,51-60,female,"0-11,000",kcpe,cash_crop_farmer_commercial_fi,rural,yes,yes,,still_deciding,none,none,thinking_about_it,no,i_do_not_know_about_it,no,mp,never,always,always,tv,no,yes,"0-11,000"
1835,kisumu,25-30,male,"0-11,000",diploma,transport__matatu__lorry_boda_,urban,yes,undecided,,still_deciding,none,none,thinking_about_it,a_little,no_response,yes,no_one,never,often,often,tv,no,yes,"0-11,000"
1836,kakamega,25-30,female,"0-11,000",kcpe,subsistence_farmer_subsistence,rural,yes,no,i_do_not_understand_bbi,i_will_not_vote,musalia_mudavadi,william_ruto,no,no,no,yes,mcas,never,always,sometimes,tv,no,undecided,"0-11,000"
1837,isiolo,18-24,female,"0-11,000",kcpe,hustler,peri_urban,no,no,i_am_not_interested,i_will_not_vote,william_ruto,gideon_moi,no,no,yes,no,elders,never,always,always,radio,no,yes,"0-11,000"
1838,isiolo,18-24,male,"0-11,000",undergraduate,hustler,informal_settlement,no,yes,,no__against_it,william_ruto,raila_odinga,no,a_little,yes,yes,my_friends,never,sometimes,sometimes,radio,no,yes,"0-11,000"
1839,trans_nzoia,25-30,male,"11,001-20,000",undergraduate,business_owner__hotel_shop_kio,urban,yes,no,i_am_not_interested,i_will_not_vote,none,none,no,no,no,yes,my_friends,never,always,never,twitter,no,undecided,"11,001-20,000"
1840,mombasa,25-30,female,"0-11,000",certificate,business_owner__hotel_shop_kio,urban,no,undecided,,still_deciding,none,none,no,no,not_sure,no_response,no_one,never,sometimes,sometimes,tv,no,undecided,"0-11,000"
1841,kericho,25-30,male,"0-11,000",none,hustler,rural,yes,no,i_am_not_interested,i_will_not_vote,fred_matiangi,none,no,a_little,no,no,elders,always,sometimes,always,tv,maybe,undecided,"0-11,000"
1842,meru,18-24,male,"11,001-20,000",kcse,business_owner__hotel_shop_kio,rural,no,yes,,yes__for_it,raila_odinga,kalonzo_musyoka,yes,yes,no,yes,mp,never,never,never,whatsapp,no,yes,"11,001-20,000"
1843,isiolo,31-35,male,"0-11,000",kcpe,hustler,peri_urban,no,yes,,yes__for_it,william_ruto,fred_matiangi,no,no,yes,no,my_friends,never,never,never,tv,no,yes,"0-11,000"
